,BARCLAY,CHAKOTAY,COMPUTER,EMH,JANEWAY,KES,KIM,NEELIX,PARIS,SEVEN,TORRES,TUVOK,lines,ep,season,title
PARIS,0,18,0,0,9,0,4,1,0,0,33,7,62,81,4,Vis A_Vis
SEVEN,0,0,0,0,0,0,0,0,0,0,0,0,15,81,4,Vis A_Vis
TORRES,0,0,0,0,0,0,0,1,33,0,0,0,35,81,4,Vis A_Vis
TUVOK,0,0,0,2,2,0,0,0,7,0,0,0,7,81,4,Vis A_Vis
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4,The Omega Directive
CHAKOTAY,0,2,0,0,37,0,10,0,25,34,8,5,69,82,4,The Omega Directive
COMPUTER,0,0,2,0,11,0,0,0,0,1,0,0,8,82,4,The Omega Directive
EMH,0,0,0,2,15,0,0,0,0,8,0,0,15,82,4,The Omega Directive
JANEWAY,0,37,11,15,8,0,9,0,14,91,0,29,126,82,4,The Omega Directive
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4,The Omega Directive
KIM,0,10,0,0,9,0,4,5,1,19,0,21,37,82,4,The Omega Directive
NEELIX,0,0,0,0,0,0,5,0,0,0,0,0,3,82,4,The Omega Directive
PARIS,0,25,0,0,14,0,1,0,2,2,1,3,28,82,4,The Omega Directive
SEVEN,0,34,1,8,91,0,19,0,2,0,1,2,95,82,4,The Omega Directive
TORRES,0,8,0,0,0,0,0,0,1,1,0,0,5,82,4,The Omega Directive
TUVOK,0,5,0,0,29,0,21,0,3,2,0,0,32,82,4,The Omega Directive
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4,Unforgettable
CHAKOTAY,0,4,0,0,13,0,3,25,2,1,0,25,122,83,4,Unforgettable
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4,Unforgettable
EMH,0,0,0,0,3,0,0,0,0,0,0,0,4,83,4,Unforgettable
JANEWAY,0,13,0,3,0,0,11,0,3,2,0,2,29,83,4,Unforgettable
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4,Unforgettable
KIM,0,3,0,0,11,0,0,0,1,12,0,3,22,83,4,Unforgettable
NEELIX,0,25,0,0,0,0,0,0,0,0,0,0,15,83,4,Unforgettable
PARIS,0,2,0,0,3,0,1,0,0,0,0,0,4,83,4,Unforgettable
SEVEN,0,1,0,0,2,0,12,0,0,0,0,2,13,83,4,Unforgettable
TORRES,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4,Unforgettable
TUVOK,0,25,0,0,2,0,3,0,0,2,0,2,21,83,4,Unforgettable
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4,Living Witness
CHAKOTAY,0,0,0,3,7,0,4,0,3,0,0,0,10,84,4,Living Witness
COMPUTER,0,0,0,0,1,0,0,0,0,0,0,0,1,84,4,Living Witness
EMH,0,3,0,6,13,0,3,0,0,0,0,1,88,84,4,Living Witness
JANEWAY,0,7,1,13,8,0,4,7,8,4,0,22,68,84,4,Living Witness
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4,Living Witness
KIM,0,4,0,3,4,0,0,0,0,0,0,1,7,84,4,Living Witness
NEELIX,0,0,0,0,7,0,0,0,2,0,0,0,5,84,4,Living Witness
PARIS,0,3,0,0,8,0,0,2,0,0,0,3,9,84,4,Living Witness
SEVEN,0,0,0,0,4,0,0,0,0,0,0,1,6,84,4,Living Witness
TORRES,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4,Living Witness
TUVOK,0,0,0,1,22,0,1,0,3,1,0,0,19,84,4,Living Witness
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4,Demon
CHAKOTAY,0,0,0,11,22,0,15,3,11,33,19,12,73,85,4,Demon
COMPUTER,0,0,0,1,1,0,2,0,9,1,0,0,8,85,4,Demon
EMH,0,11,1,2,13,0,5,42,7,0,0,0,43,85,4,Demon
JANEWAY,0,22,1,13,6,0,7,0,1,0,9,41,86,85,4,Demon
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4,Demon
KIM,0,15,2,5,7,0,0,0,53,9,0,6,55,85,4,Demon
NEELIX,0,3,0,42,0,0,0,0,0,0,0,17,33,85,4,Demon
PARIS,0,11,9,7,1,0,53,0,6,2,0,0,49,85,4,Demon
SEVEN,0,33,1,0,0,0,9,0,2,0,0,1,28,85,4,Demon
TORRES,0,19,0,0,9,0,0,0,0,0,0,0,20,85,4,Demon
TUVOK,0,12,0,0,41,0,6,17,0,1,0,0,45,85,4,Demon
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,86,4,One
CHAKOTAY,0,0,0,0,12,0,7,2,3,0,0,5,15,86,4,One
COMPUTER,0,0,0,7,3,0,3,0,0,29,0,1,26,86,4,One
EMH,0,0,7,6,19,0,2,0,2,94,0,0,80,86,4,One
JANEWAY,0,12,3,19,4,0,12,4,8,23,2,2,48,86,4,One
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,86,4,One
KIM,0,7,3,2,12,0,0,1,9,13,0,2,25,86,4,One
NEELIX,0,2,0,0,4,0,1,0,2,6,0,1,9,86,4,One
PARIS,0,3,0,2,8,0,9,2,0,8,5,2,21,86,4,One
SEVEN,0,0,29,94,23,0,13,6,8,0,3,0,140,86,4,One
TORRES,0,0,0,0,2,0,0,0,5,3,0,0,5,86,4,One
TUVOK,0,5,1,0,2,0,2,1,2,0,0,0,7,86,4,One
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,Hope and Fear
CHAKOTAY,0,0,1,0,21,0,1,0,21,1,2,12,34,87,4,Hope and Fear
COMPUTER,0,1,0,0,1,0,0,0,1,0,0,0,2,87,4,Hope and Fear
EMH,0,0,0,0,4,0,0,0,0,0,0,0,2,87,4,Hope and Fear
JANEWAY,0,21,1,4,8,0,1,2,3,75,6,22,109,87,4,Hope and Fear
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,Hope and Fear
KIM,0,1,0,0,1,0,4,1,4,10,5,3,18,87,4,Hope and Fear
NEELIX,0,0,0,0,2,0,1,0,2,0,0,0,3,87,4,Hope and Fear
PARIS,0,21,1,0,3,0,4,2,2,0,0,10,26,87,4,Hope and Fear
SEVEN,0,1,0,0,75,0,10,0,0,2,8,1,57,87,4,Hope and Fear
TORRES,0,2,0,0,6,0,5,0,0,8,0,0,16,87,4,Hope and Fear
TUVOK,0,12,0,0,22,0,3,0,10,1,0,0,28,87,4,Hope and Fear
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,88,5,Night
CHAKOTAY,0,2,0,4,50,0,13,10,8,17,13,22,83,88,5,Night
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,88,5,Night
EMH,0,4,0,0,8,0,0,10,1,5,0,3,19,88,5,Night
JANEWAY,0,50,0,8,4,0,9,5,11,7,7,17,80,88,5,Night
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,88,5,Night
KIM,0,13,0,0,9,0,4,1,2,1,0,14,27,88,5,Night
NEELIX,0,10,0,10,5,0,1,0,5,0,4,2,22,88,5,Night
PARIS,0,8,0,1,11,0,2,5,2,12,18,4,35,88,5,Night
SEVEN,0,17,0,5,7,0,1,0,12,0,0,15,33,88,5,Night
TORRES,0,13,0,0,7,0,0,4,18,0,0,0,30,88,5,Night
TUVOK,0,22,0,3,17,0,14,2,4,15,0,2,46,88,5,Night
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,89,5,Drone
CHAKOTAY,0,0,0,1,2,0,15,0,0,11,0,0,21,89,5,Drone
COMPUTER,0,0,0,0,0,0,0,0,0,0,2,0,2,89,5,Drone
EMH,0,1,0,2,0,0,0,1,1,14,6,1,33,89,5,Drone
JANEWAY,0,2,0,0,2,0,1,0,1,36,0,5,39,89,5,Drone
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,89,5,Drone
KIM,0,15,0,0,1,0,0,0,0,6,0,1,14,89,5,Drone
NEELIX,0,0,0,1,0,0,0,0,0,4,5,0,21,89,5,Drone
PARIS,0,0,0,1,1,0,0,0,0,5,3,1,7,89,5,Drone
SEVEN,0,11,0,14,36,0,6,4,5,14,14,21,115,89,5,Drone
TORRES,0,0,2,6,0,0,0,5,3,14,2,0,21,89,5,Drone
TUVOK,0,0,0,1,5,0,1,0,1,21,0,2,19,89,5,Drone
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,Extreme Risk
CHAKOTAY,0,0,2,0,23,0,3,0,5,2,68,2,56,90,5,Extreme Risk
COMPUTER,0,2,0,0,2,0,0,0,0,0,17,0,12,90,5,Extreme Risk
EMH,0,0,0,0,0,0,0,0,0,0,8,0,4,90,5,Extreme Risk
JANEWAY,0,23,2,0,0,0,12,0,14,7,24,13,57,90,5,Extreme Risk
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,90,5,Extreme Risk
KIM,0,3,0,0,12,0,0,0,17,8,14,3,32,90,5,Extreme Risk
NEELIX,0,0,0,0,0,0,0,2,0,0,19,0,11,90,5,Extreme Risk
PARIS,0,5,0,0,14,0,17,0,6,11,27,17,53,90,5,Extreme Risk
SEVEN,0,2,0,0,7,0,8,0,11,0,10,5,23,90,5,Extreme Risk
TORRES,0,68,17,8,24,0,14,19,27,10,6,0,106,90,5,Extreme Risk
TUVOK,0,2,0,0,13,0,3,0,17,5,0,2,23,90,5,Extreme Risk
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,91,5,In The Flesh
CHAKOTAY,0,0,0,2,29,0,4,0,7,2,0,9,104,91,5,In The Flesh
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,91,5,In The Flesh
EMH,0,2,0,0,9,0,0,0,0,19,0,1,22,91,5,In The Flesh
JANEWAY,0,29,0,9,4,0,0,1,5,36,0,12,75,91,5,In The Flesh
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,91,5,In The Flesh
KIM,0,4,0,0,0,0,0,0,12,0,0,1,9,91,5,In The Flesh
NEELIX,0,0,0,0,1,0,0,0,0,0,0,0,2,91,5,In The Flesh
PARIS,0,7,0,0,5,0,12,0,0,0,1,0,14,91,5,In The Flesh
SEVEN,0,2,0,19,36,0,0,0,0,0,1,3,34,91,5,In The Flesh
TORRES,0,0,0,0,0,0,0,0,1,1,0,0,1,91,5,In The Flesh
TUVOK,0,9,0,1,12,0,1,0,0,3,0,0,22,91,5,In The Flesh
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,92,5,Once Upon A_Time
CHAKOTAY,0,0,0,0,11,0,2,3,0,9,1,0,18,92,5,Once Upon A_Time
COMPUTER,0,0,0,0,0,0,0,2,3,0,0,0,9,92,5,Once Upon A_Time
EMH,0,0,0,0,0,0,0,1,0,0,0,0,10,92,5,Once Upon A_Time
JANEWAY,0,11,0,0,0,0,8,51,0,3,2,0,46,92,5,Once Upon A_Time
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,92,5,Once Upon A_Time
KIM,0,2,0,0,8,0,2,26,0,0,1,0,21,92,5,Once Upon A_Time
NEELIX,0,3,2,1,51,0,26,2,0,15,0,0,121,92,5,Once Upon A_Time
PARIS,0,0,3,0,0,0,0,0,6,0,0,21,29,92,5,Once Upon A_Time
SEVEN,0,9,0,0,3,0,0,15,0,0,0,0,17,92,5,Once Upon A_Time
TORRES,0,1,0,0,2,0,1,0,0,0,0,0,6,92,5,Once Upon A_Time
TUVOK,0,0,0,0,0,0,0,0,21,0,0,0,19,92,5,Once Upon A_Time
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,93,5,Timeless
CHAKOTAY,0,4,3,21,29,0,33,1,1,0,0,1,77,93,5,Timeless
COMPUTER,0,3,0,1,0,0,7,0,1,0,0,0,7,93,5,Timeless
EMH,0,21,1,2,0,0,68,1,0,13,0,0,61,93,5,Timeless
JANEWAY,0,29,0,0,2,0,19,0,12,17,0,5,50,93,5,Timeless
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,93,5,Timeless
KIM,0,33,7,68,19,0,2,0,30,1,2,2,96,93,5,Timeless
NEELIX,0,1,0,1,0,0,0,0,0,0,3,1,3,93,5,Timeless
PARIS,0,1,1,0,12,0,30,0,0,4,1,5,30,93,5,Timeless
SEVEN,0,0,0,13,17,0,1,0,4,0,0,3,21,93,5,Timeless
TORRES,0,0,0,0,0,0,2,3,1,0,0,1,4,93,5,Timeless
TUVOK,0,1,0,0,5,0,2,1,5,3,1,0,10,93,5,Timeless
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,94,5,Infinite Regress
CHAKOTAY,0,0,0,2,15,0,1,0,2,5,1,1,14,94,5,Infinite Regress
COMPUTER,0,0,0,3,0,0,0,0,0,0,0,0,2,94,5,Infinite Regress
EMH,0,2,3,0,12,0,0,3,0,81,3,13,67,94,5,Infinite Regress
JANEWAY,0,15,0,12,2,0,12,4,4,53,5,9,74,94,5,Infinite Regress
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,94,5,Infinite Regress
KIM,0,1,0,0,12,0,0,0,3,2,0,0,10,94,5,Infinite Regress
NEELIX,0,0,0,3,4,0,0,0,0,7,2,2,9,94,5,Infinite Regress
PARIS,0,2,0,0,4,0,3,0,0,0,0,0,5,94,5,Infinite Regress
SEVEN,0,5,0,81,53,0,2,7,0,10,30,37,150,94,5,Infinite Regress
TORRES,0,1,0,3,5,0,0,2,0,30,0,5,32,94,5,Infinite Regress
TUVOK,0,1,0,13,9,0,0,2,0,37,5,4,42,94,5,Infinite Regress
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,Nothing Human
CHAKOTAY,0,0,0,3,17,0,12,0,8,0,0,10,32,95,5,Nothing Human
COMPUTER,0,0,0,1,0,0,5,0,0,0,0,0,3,95,5,Nothing Human
EMH,0,3,1,2,20,0,29,0,16,2,20,0,132,95,5,Nothing Human
JANEWAY,0,17,0,20,4,0,9,0,6,2,14,16,53,95,5,Nothing Human
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,Nothing Human
KIM,0,12,5,29,9,0,2,0,1,5,1,6,45,95,5,Nothing Human
NEELIX,0,0,0,0,0,0,0,0,5,0,5,0,5,95,5,Nothing Human
PARIS,0,8,0,16,6,0,1,5,0,0,23,5,37,95,5,Nothing Human
SEVEN,0,0,0,2,2,0,5,0,0,2,0,0,13,95,5,Nothing Human
TORRES,0,0,0,20,14,0,1,5,23,0,0,1,34,95,5,Nothing Human
TUVOK,0,10,0,0,16,0,6,0,5,0,1,0,20,95,5,Nothing Human
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5,Thirty Days
CHAKOTAY,0,0,0,0,7,0,2,0,3,0,0,7,12,96,5,Thirty Days
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,1,96,5,Thirty Days
EMH,0,0,0,0,0,0,0,0,12,0,0,0,6,96,5,Thirty Days
JANEWAY,0,7,0,0,6,0,14,2,50,0,3,21,74,96,5,Thirty Days
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5,Thirty Days
KIM,0,2,0,0,14,0,2,0,68,9,0,4,64,96,5,Thirty Days
NEELIX,0,0,0,0,2,0,0,0,14,0,0,0,10,96,5,Thirty Days
PARIS,0,3,0,12,50,0,68,14,12,16,12,2,150,96,5,Thirty Days
SEVEN,0,0,0,0,0,0,9,0,16,2,0,0,19,96,5,Thirty Days
TORRES,0,0,0,0,3,0,0,0,12,0,0,0,9,96,5,Thirty Days
TUVOK,0,7,0,0,21,0,4,0,2,0,0,0,22,96,5,Thirty Days
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,Counterpoint
CHAKOTAY,0,0,0,0,16,0,0,0,2,1,0,4,16,97,5,Counterpoint
COMPUTER,0,0,0,0,3,0,0,0,0,0,0,0,2,97,5,Counterpoint
EMH,0,0,0,0,0,0,0,0,0,0,0,1,2,97,5,Counterpoint
JANEWAY,0,16,3,0,4,0,7,5,9,3,3,12,138,97,5,Counterpoint
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,Counterpoint
KIM,0,0,0,0,7,0,0,0,1,0,1,1,11,97,5,Counterpoint
NEELIX,0,0,0,0,5,0,0,2,0,0,0,0,8,97,5,Counterpoint
PARIS,0,2,0,0,9,0,1,0,0,0,1,2,9,97,5,Counterpoint
SEVEN,0,1,0,0,3,0,0,0,0,0,0,1,11,97,5,Counterpoint
TORRES,0,0,0,0,3,0,1,0,1,0,0,0,10,97,5,Counterpoint
TUVOK,0,4,0,1,12,0,1,0,2,1,0,0,21,97,5,Counterpoint
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,Latent Image
CHAKOTAY,0,0,0,9,2,0,1,0,1,0,0,2,9,98,5,Latent Image
COMPUTER,0,0,0,12,0,0,0,0,0,3,0,0,8,98,5,Latent Image
EMH,0,9,12,14,82,0,15,18,27,38,3,8,131,98,5,Latent Image
JANEWAY,0,2,0,82,0,0,0,0,0,25,6,9,69,98,5,Latent Image
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,Latent Image
KIM,0,1,0,15,0,0,0,0,0,0,0,0,13,98,5,Latent Image
NEELIX,0,0,0,18,0,0,0,0,0,0,1,0,10,98,5,Latent Image
PARIS,0,1,0,27,0,0,0,0,2,0,1,0,17,98,5,Latent Image
SEVEN,0,0,3,38,25,0,0,0,0,2,0,1,39,98,5,Latent Image
TORRES,0,0,0,3,6,0,0,1,1,0,0,0,7,98,5,Latent Image
TUVOK,0,2,0,8,9,0,0,0,0,1,0,0,10,98,5,Latent Image
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,Bride of Chaotica!
CHAKOTAY,0,0,0,0,11,0,1,0,6,2,2,4,15,99,5,Bride of Chaotica!
COMPUTER,0,0,0,0,0,0,1,0,1,0,0,0,1,99,5,Bride of Chaotica!
EMH,0,0,0,0,0,0,5,0,4,0,8,0,21,99,5,Bride of Chaotica!
JANEWAY,0,11,0,0,2,0,1,13,52,9,9,8,83,99,5,Bride of Chaotica!
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,99,5,Bride of Chaotica!
KIM,0,1,1,5,1,0,4,0,24,10,3,1,29,99,5,Bride of Chaotica!
NEELIX,0,0,0,0,13,0,0,0,0,0,0,0,7,99,5,Bride of Chaotica!
PARIS,0,6,1,4,52,0,24,0,2,3,3,33,86,99,5,Bride of Chaotica!
SEVEN,0,2,0,0,9,0,10,0,3,2,3,0,16,99,5,Bride of Chaotica!
TORRES,0,2,0,8,9,0,3,0,3,3,0,1,16,99,5,Bride of Chaotica!
TUVOK,0,4,0,0,8,0,1,0,33,0,1,0,33,99,5,Bride of Chaotica!
BARCLAY,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,Gravity
CHAKOTAY,0,0,0,0,22,0,1,0,0,3,2,0,15,100,5,Gravity
COMPUTER,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,Gravity
EMH,0,0,0,0,1,0,0,0,31,0,0,7,25,100,5,Gravity
JANEWAY,0,22,0,1,2,0,12,0,2,5,14,1,33,100,5,Gravity
KES,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,Gravity
KIM,0,1,0,0,12,0,0,0,0,2,0,1,11,100,5,Gravity
NEELIX,0,0,0,0,0,0,0,0,3,0,0,0,2,100,5,Gravity
PARIS,0,0,0,31,2,0,0,3,6,0,0,83,83,100,5,Gravity
SEVEN,0,3,0,0,5,0,2,0,0,0,3,0,8,100,5,Gravity
